"Name","DisplayName","Enabled","Direction","Action","Profile"
"NETDIS-FDRESPUB-WSD-In-UDP","Network Discovery (Pub-WSD-In)","False","Inbound","Allow","Domain, Public"
"FPS-NB_Name-Out-UDP","File and Printer Sharing (NB-Name-Out)","False","Outbound","Allow","Private, Public"
"WMI-WINMGMT-In-TCP-NoScope","Windows Management Instrumentation (WMI-In)","False","Inbound","Allow","Domain"
"CoreNet-ICMP6-LR2-In","Core Networking - Multicast Listener Report v2 (ICMPv6-In)","True","Inbound","Allow","Any"
"RVM-VDSLDR-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service Loader (RPC)","False","Inbound","Allow","Domain"
"FPS-NB_Datagram-In-UDP","File and Printer Sharing (NB-Datagram-In)","False","Inbound","Allow","Private, Public"
"FPS-ICMP4-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv4-In)","False","Inbound","Allow","Domain"
"RemoteEventLogSvc-In-TCP-NoScope","Remote Event Log Management (RPC)","False","Inbound","Allow","Domain"
"CoreNet-ICMP6-LQ-In","Core Networking - Multicast Listener Query (ICMPv6-In)","True","Inbound","Allow","Any"
"Collab-PNRP-SSDPSrv-In-UDP","Windows Peer to Peer Collaboration Foundation (SSDP-In)","False","Inbound","Allow","Any"
"NETDIS-FDPHOST-Out-UDP-Active","Network Discovery (WSD-Out)","True","Outbound","Allow","Private"
"NETDIS-FDPHOST-In-UDP","Network Discovery (WSD-In)","False","Inbound","Allow","Domain, Public"
"FPS-LLMNR-In-UDP","File and Printer Sharing (LLMNR-UDP-In)","False","Inbound","Allow","Any"
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out","Windows Device Management Sync Client (TCP out)","True","Outbound","Allow","Any"
"CoreNet-ICMP6-LR-In","Core Networking - Multicast Listener Report (ICMPv6-In)","True","Inbound","Allow","Any"
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","False","Inbound","Allow","Domain"
"SSTP-IN-TCP","Secure Socket Tunneling Protocol (SSTP-In)","False","Inbound","Allow","Any"
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope","DIAL protocol server (HTTP-In)","True","Inbound","Allow","Private"
"MSDTC-In-TCP","Distributed Transaction Coordinator (TCP-In)","False","Inbound","Allow","Private, Public"
"CoreNet-DHCPV6-Out","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)","True","Outbound","Allow","Any"
"RVM-VDS-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service (RPC)","False","Inbound","Allow","Domain"
"WMI-WINMGMT-Out-TCP-NoScope","Windows Management Instrumentation (WMI-Out)","False","Outbound","Allow","Domain"
"FPS-LLMNR-Out-UDP","File and Printer Sharing (LLMNR-UDP-Out)","False","Outbound","Allow","Any"
"Netlogon-TCP-RPC-In","Netlogon Service Authz (RPC)","False","Inbound","Allow","Any"
"CoreNet-ICMP6-TE-In","Core Networking - Time Exceeded (ICMPv6-In)","True","Inbound","Allow","Any"
"MDNS-In-UDP-Domain-Active","mDNS (UDP-In)","True","Inbound","Allow","Domain"
"Collab-P2PHost-In-TCP","Windows Peer to Peer Collaboration Foundation (TCP-In)","False","Inbound","Allow","Any"
"RemoteAssistance-In-TCP-EdgeScope-Active","Remote Assistance (TCP-In)","False","Inbound","Allow","Domain, Private"
"CoreNet-Diag-ICMP4-EchoRequest-In","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","False","Inbound","Allow","Private, Public"
"WINRM-HTTP-Compat-In-TCP-NoScope","Windows Remote Management - Compatibility Mode (HTTP-In)","False","Inbound","Allow","Domain"
"NETDIS-UPnP-Out-TCP-Active","Network Discovery (UPnPHost-Out)","True","Outbound","Allow","Private"
"RRAS-GRE-Out","Routing and Remote Access (GRE-Out)","False","Outbound","Allow","Any"
"NETDIS-NB_Name-Out-UDP-Active","Network Discovery (NB-Name-Out)","True","Outbound","Allow","Private"
"MSDTC-In-TCP-NoScope","Distributed Transaction Coordinator (TCP-In)","False","Inbound","Allow","Domain"
"CoreNet-GP-Out-TCP","Core Networking - Group Policy (TCP-Out)","True","Outbound","Allow","Domain"
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)","False","Inbound","Allow","Domain"
"MDNS-In-UDP-Public-Active","mDNS (UDP-In)","True","Inbound","Allow","Public"
"NETDIS-NB_Name-Out-UDP-NoScope","Network Discovery (NB-Name-Out)","False","Outbound","Allow","Domain"
"WMPNSS-WMP-Out-TCP","Windows Media Player Network Sharing Service (Streaming-TCP-Out)","False","Outbound","Allow","Private, Public"
"WMP-In-UDP","Windows Media Player (UDP-In)","False","Inbound","Allow","Any"
"PlayTo-QWave-Out-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-Out)","True","Outbound","Allow","Private, Public"
"PlayTo-In-UDP-LocalSubnetScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Inbound","Allow","Private"
"MCX-HTTPSTR-In-TCP","Media Center Extenders - HTTP Streaming (TCP-In)","False","Inbound","Allow","Any"
"WPDMTP-Out-TCP","Wireless Portable Devices (TCP-Out)","False","Outbound","Allow","Private, Public"
"MCX-QWave-In-UDP","Media Center Extenders - qWave (UDP-In)","False","Inbound","Allow","Any"
"PlayTo-Out-UDP-PlayToScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Outbound","Allow","Public"
"PlayTo-Out-UDP-LocalSubnetScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Outbound","Allow","Private"
"MCX-Prov-Out-TCP","Media Center Extenders - Device Provisioning (TCP-Out)","False","Outbound","Allow","Any"
"WMPNSS-QWave-In-TCP","Windows Media Player Network Sharing Service (qWave-TCP-In)","False","Inbound","Allow","Private, Public"
"WMPNSS-QWave-In-UDP","Windows Media Player Network Sharing Service (qWave-UDP-In)","False","Inbound","Allow","Private, Public"
"PlayTo-In-UDP-NoScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Inbound","Allow","Domain"
"WMPNSS-UPnPHost-In-TCP","Windows Media Player Network Sharing Service (UPnP-In)","False","Inbound","Allow","Any"
"WMPNSS-WMP-Out-UDP-NoScope","Windows Media Player Network Sharing Service (Streaming-UDP-Out)","False","Outbound","Allow","Domain"
"WMPNSS-UPnP-Out-TCP","Windows Media Player Network Sharing Service (UPnPHost-Out)","False","Outbound","Allow","Any"
"WMPNSS-In-UDP-NoScope","Windows Media Player Network Sharing Service (UDP-In)","False","Inbound","Allow","Domain"
"WMPNSS-In-TCP-NoScope","Windows Media Player Network Sharing Service (TCP-In)","False","Inbound","Allow","Domain"
"WMPNSS-QWave-In-TCP-NoScope","Windows Media Player Network Sharing Service (qWave-TCP-In)","False","Inbound","Allow","Domain"
"PlayTo-In-RTSP-NoScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Inbound","Allow","Domain"
"MCX-In-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-In)","False","Inbound","Allow","Any"
"WMP-In-UDP-x86","Windows Media Player x86 (UDP-In)","False","Inbound","Allow","Any"
"WMPNSS-In-UDP","Windows Media Player Network Sharing Service (UDP-In)","False","Inbound","Allow","Private, Public"
"WMPNSS-In-TCP","Windows Media Player Network Sharing Service (TCP-In)","False","Inbound","Allow","Private, Public"
"WPDMTP-Out-TCP-NoScope","Wireless Portable Devices (TCP-Out)","False","Outbound","Allow","Domain"
"WMPNSS-WMP-In-UDP-NoScope","Windows Media Player Network Sharing Service (Streaming-UDP-In)","False","Inbound","Allow","Domain"
"PlayTo-QWave-In-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-In)","True","Inbound","Allow","Private, Public"
"WMPNSS-HTTPSTR-Out-TCP-NoScope","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)","False","Outbound","Allow","Domain"
"WMPNSS-WMP-In-UDP","Windows Media Player Network Sharing Service (Streaming-UDP-In)","False","Inbound","Allow","Private, Public"
"MCX-In-TCP","Media Center Extenders - RTSP (TCP-In)","False","Inbound","Allow","Any"
"MCX-QWave-Out-UDP","Media Center Extenders - qWave (UDP-Out)","False","Outbound","Allow","Any"
"MCX-QWave-Out-TCP","Media Center Extenders - qWave (TCP-Out)","False","Outbound","Allow","Any"
"PlayTo-QWave-Out-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-Out)","True","Outbound","Allow","Private, Public"
"MCX-TERMSRV-In-TCP","Media Center Extenders - XSP (TCP-In)","False","Inbound","Allow","Any"
"WMPNSS-SSDPSrv-Out-UDP","Windows Media Player Network Sharing Service (SSDP-Out)","False","Outbound","Allow","Any"
"WMPNSS-QWave-Out-TCP","Windows Media Player Network Sharing Service (qWave-TCP-Out)","False","Outbound","Allow","Private, Public"
"WMPNSS-WMP-Out-TCP-NoScope","Windows Media Player Network Sharing Service (Streaming-TCP-Out)","False","Outbound","Allow","Domain"
"WMPNSS-UPnPHost-Out-TCP","Windows Media Player Network Sharing Service (UPnP-Out)","False","Outbound","Allow","Any"
"WMPNSS-SSDPSrv-In-UDP","Windows Media Player Network Sharing Service (SSDP-In)","False","Inbound","Allow","Any"
"WPDMTP-UPnPHost-In-TCP","Wireless Portable Devices (UPnP-In)","False","Inbound","Allow","Any"
"WMPNSS-HTTPSTR-Out-TCP","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)","False","Outbound","Allow","Private, Public"
"WPDMTP-UPnPHost-Out-TCP","Wireless Portable Devices (UPnP-Out)","False","Outbound","Allow","Any"
"WMPNSS-Out-UDP","Windows Media Player Network Sharing Service (UDP-Out)","False","Outbound","Allow","Private, Public"
"WMPNSS-HTTPSTR-In-TCP","Windows Media Player Network Sharing Service (HTTP-Streaming-In)","False","Inbound","Allow","Private, Public"
"WMPNSS-QWave-Out-UDP","Windows Media Player Network Sharing Service (qWave-UDP-Out)","False","Outbound","Allow","Private, Public"
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Inbound","Allow","Private"
"PlayTo-QWave-In-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-In)","True","Inbound","Allow","Private, Public"
"MCX-SSDPSrv-In-UDP","Media Center Extenders - SSDP (UDP-In)","False","Inbound","Allow","Any"
"WMPNSS-QWave-Out-UDP-NoScope","Windows Media Player Network Sharing Service (qWave-UDP-Out)","False","Outbound","Allow","Domain"
"WMPNSS-QWave-Out-TCP-NoScope","Windows Media Player Network Sharing Service (qWave-TCP-Out)","False","Outbound","Allow","Domain"
"MCX-FDPHost-Out-TCP","Media Center Extenders - UPnP (TCP-Out)","False","Outbound","Allow","Any"
"MCX-MCX2SVC-Out-TCP","Media Center Extenders - Service (TCP-Out)","False","Outbound","Allow","Any"
"WMPNSS-Out-TCP","Windows Media Player Network Sharing Service (TCP-Out)","False","Outbound","Allow","Private, Public"
"PlayTo-SSDP-Discovery-PlayToScope","Cast to Device SSDP Discovery (UDP-In)","True","Inbound","Allow","Public"
"MCX-McrMgr-Out-TCP","Media Center Extenders - Device Validation (TCP-Out)","False","Outbound","Allow","Any"
"WPDMTP-SSDPSrv-In-UDP","Wireless Portable Devices (SSDP-In)","False","Inbound","Allow","Any"
"PlayTo-Out-UDP-NoScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Outbound","Allow","Domain"
"WPDMTP-SSDPSrv-Out-UDP","Wireless Portable Devices (SSDP-Out)","False","Outbound","Allow","Any"
"WPDMTP-UPnP-Out-TCP","Wireless Portable Devices (UPnPHost-Out)","False","Outbound","Allow","Any"
"PlayTo-UPnP-Events-PlayToScope","Cast to Device UPnP Events (TCP-In)","True","Inbound","Allow","Public"
"MCX-Out-TCP","Media Center Extenders - RTSP (TCP-Out)","False","Outbound","Allow","Any"
"MCX-Out-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-Out)","False","Outbound","Allow","Any"
"MCX-PlayTo-Out-UDP","Media Center Extenders - Media Streaming (UDP-Out)","False","Outbound","Allow","Any"
"PlayTo-In-RTSP-LocalSubnetScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Inbound","Allow","Private"
"WMPNSS-Out-UDP-NoScope","Windows Media Player Network Sharing Service (UDP-Out)","False","Outbound","Allow","Domain"
"PlayTo-In-UDP-PlayToScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Inbound","Allow","Public"
"MCX-PlayTo-In-TCP","Media Center Extenders - Media Streaming (TCP-In)","False","Inbound","Allow","Any"
"MCX-SSDPSrv-Out-UDP","Media Center Extenders - SSDP (UDP-Out)","False","Outbound","Allow","Any"
"MCX-PlayTo-Out-TCP","Media Center Extenders - Media Streaming (TCP-Out)","False","Outbound","Allow","Any"
"WMP-Out-UDP-x86","Windows Media Player x86 (UDP-Out)","False","Outbound","Allow","Any"
"WMP-Out-TCP-x86","Windows Media Player x86 (TCP-Out)","False","Outbound","Allow","Any"
"PlayTo-HTTPSTR-In-TCP-NoScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Inbound","Allow","Domain"
"PlayTo-HTTPSTR-In-TCP-PlayToScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Inbound","Allow","Public"
"PlayTo-In-RTSP-PlayToScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Inbound","Allow","Public"
"WMPNSS-WMP-Out-UDP","Windows Media Player Network Sharing Service (Streaming-UDP-Out)","False","Outbound","Allow","Private, Public"
"WMPNSS-HTTPSTR-In-TCP-NoScope","Windows Media Player Network Sharing Service (HTTP-Streaming-In)","False","Inbound","Allow","Domain"
"WMP-Out-UDP","Windows Media Player (UDP-Out)","False","Outbound","Allow","Any"
"WMP-Out-TCP","Windows Media Player (TCP-Out)","False","Outbound","Allow","Any"
"WMPNSS-QWave-In-UDP-NoScope","Windows Media Player Network Sharing Service (qWave-UDP-In)","False","Inbound","Allow","Domain"
"WMPNSS-Out-TCP-NoScope","Windows Media Player Network Sharing Service (TCP-Out)","False","Outbound","Allow","Domain"
"MCX-QWave-In-TCP","Media Center Extenders - qWave (TCP-In)","False","Inbound","Allow","Any"
"{6B418F93-5B5C-4D3B-9D65-2B14A3DE9061}","BlueStacks Service","True","Inbound","Allow","Any"
"{61987E69-A762-4301-8E89-003BF23C991C}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{71CF5DEB-DD2F-48CA-99EC-700ACF6F4672}","Windows Defender SmartScreen","True","Outbound","Allow","Domain, Private, Public"
"{EE2F8758-E532-4CED-B577-7E804CE28DA9}","Email and accounts","True","Outbound","Allow","Domain, Private, Public"
"{F4ACC772-BBA3-44D2-884D-C056BA32182D}","Xbox Game UI","True","Outbound","Allow","Domain, Private, Public"
"{929448DE-7C36-4940-AF59-F8F2FD471FC7}","Narrator","True","Outbound","Allow","Domain, Private, Public"
"{02646DB9-C298-49CC-9562-DF5A1ED139CD}","Windows Shell Experience","True","Outbound","Allow","Domain, Private, Public"
"{49117940-0D3D-4F4A-9555-EC82F54362E3}","Mixed Reality Portal","True","Outbound","Allow","Domain, Private, Public"
"{3A2077A0-8309-4A49-BA23-1AC71310DB89}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{D1371C19-4DD8-4375-984D-40C1B9311AFC}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{BDA3BAE0-8A6B-4E80-B41F-4E87EF84A90F}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{DC26C881-5729-4FD0-AFA7-15DF5AEC91BC}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{9BF7AA92-37B2-447E-A993-36CE757F08C1}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{78FE36B0-2013-4EF6-9A7D-31DE2C71BA67}","Steam","True","Inbound","Allow","Domain, Private, Public"
"{0107568D-925A-49AA-A4C3-4B82B8971A02}","Steam","True","Inbound","Allow","Domain, Private, Public"
"{724CFEA3-2E5C-4639-80F3-6ADAD377E8C1}","Steam Web Helper","True","Inbound","Allow","Domain, Private, Public"
"{006F0524-B14E-4A6C-A01D-29CF8283B929}","Steam Web Helper","True","Inbound","Allow","Domain, Private, Public"
"{04C6FDEB-CD1B-4FEF-B196-5721608EA88F}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{27A72EA1-044D-4189-803D-79F2E06A84C3}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{4EC8917D-0D09-4936-BE2C-BFBA190E7BBE}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{6030596E-AD97-44CD-A7B1-0B79AB2F885E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{9F76FD1B-B234-4A32-9139-9FD189F502F0}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{00B8C6BF-A674-4E24-B2FF-60D5E161FF7A}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{E2BA273E-9711-40BA-8B7B-68F6F8E602D1}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{E160D095-A9EE-4549-AFCE-DF1C106E1F0D}","Xbox TCUI","True","Outbound","Allow","Domain, Private, Public"
"{2CF56197-3CA4-43BF-B2A3-178A0720EB58}","Xbox Game Bar Plugin","True","Outbound","Allow","Domain, Private, Public"
"{6C7C39D5-C4B8-48DF-87D4-627DC4AB5BFB}","Desktop App Web Viewer","True","Outbound","Allow","Domain, Private, Public"
"{D7202043-B0B3-45BC-A94F-B919CD9FB3A7}","Desktop App Web Viewer","True","Inbound","Allow","Domain, Private, Public"
"{5F755A20-5CCA-4B8E-AFFD-EB3EE52A9756}","Microsoft family features","True","Outbound","Allow","Domain, Private, Public"
"{DC6A4BEC-A7B6-463B-8458-FB2DF599D773}","NcsiUwpApp","True","Outbound","Allow","Domain, Private, Public"
"{006058B8-39E6-48F7-9697-7967765444C2}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{E17EAD9A-E27C-4C0D-9890-9BC6F652ED60}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{22B98022-9D15-4492-A4C3-2FE3FE5F9059}","Aseprite","True","Inbound","Allow","Domain, Private, Public"
"{0A81293E-EFB3-4494-8B82-01D7E20D6893}","Aseprite","True","Inbound","Allow","Domain, Private, Public"
"{0EDFB75C-589C-4473-A37B-57704328C196}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{A8ADEFFA-16AA-4CB5-959A-7882453940AC}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{5AF1E1BB-0BD9-445A-BC1D-D6C6528F1037}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{1BD1AA16-87CE-45BF-BF87-268C4876BDD0}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{5273F393-F297-429A-9B79-5956B2645AA2}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{5399E16D-AF71-4926-B252-9EA146B8B01D}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{BE3EC1D1-92A1-4F06-AF6B-191060DCA036}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{82637109-6E2D-4642-A742-5919D95C2238}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{0EBC5779-0C5A-4028-B1D1-90DC8C876D54}","News","True","Outbound","Allow","Domain, Private, Public"
"{334D94E5-6AD9-43EF-9847-414751C329BD}","Divinity: Original Sin Enhanced Edition","True","Inbound","Allow","Public"
"{CB21FB01-1844-4B77-A195-E5E173C91702}","Divinity: Original Sin Enhanced Edition","True","Inbound","Allow","Public"
"{0A82235F-74E2-4F70-9CF2-0E8A4192A84A}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{D1A4CA24-D790-4575-BAD2-B372CA2FC5AB}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{FBA63D81-F26D-46A4-9924-3A42A2BA79E8}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{2EE4F87E-62AB-4A68-A33B-4B11AE055429}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{74E4DAC2-FC29-4E3E-9A99-5F4BCE542BB9}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{8F81462A-0361-4ED7-B430-16A5BD61CFE2}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{17BACC5E-6D65-4602-9719-45E62F18A238}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{70510052-8231-4D66-AC11-298254AEF4D0}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{2AD4DE82-2A45-496C-82C1-EB1766D0FCC5}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{D5141742-BE75-4F30-926F-B05552F3961C}","Microsoft Family","True","Outbound","Allow","Domain, Private, Public"
"{6A3C8D48-717F-4A66-BCDF-926C24E7CE01}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{B0E6A53C-FB9D-438D-AA42-89E0D9D21DB1}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{2FECE891-985C-43C0-A816-DA4DC68CD76C}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{D681F38A-5F77-4487-A1EE-40AA7381BC3A}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{FEF1B33A-563E-4B69-A15A-DE8B86630BFB}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{1F52959C-D319-471A-A775-1C1C2A5A6C5F}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{D4A14ED5-2DCC-4A80-8417-7467968FBE59}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{FE122722-12E3-486B-8519-2D01B31DD561}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{69F7B9FC-69AE-444E-84BB-846B2CCE8DB3}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{47DBAD13-1283-4145-8136-79A45184444B}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{8C2478D1-267B-4B24-96AA-3F7761798D2D}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{EE267E1F-E535-47B3-8DDD-22850CB58DCA}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{55B7B505-7D7E-46D9-BBBC-30C85CA6C7FC}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{5DE48606-8B4F-4061-93BC-FE1929DC2642}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{769BB6FE-268D-4495-9BDA-490763C17073}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{334EF9CD-FC8C-408D-9CCA-F3C8405B3649}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{9095ACA0-24CE-4D29-B4BA-9146C9AB9C12}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{A1071319-2B06-42FB-A789-09F6B9FEE24E}","SWVisualize2023.Queue.Server","True","Inbound","Allow","Any"
"{6F3AC3DF-AE17-4DA0-B2A2-54F06F771F62}","News","True","Outbound","Allow","Domain, Private, Public"
"{1FCC957E-7180-4423-B644-A40D58AFF7AD}","Mount & Blade II: Bannerlord","True","Inbound","Allow","Public"
"{49DB62D1-166A-40FC-BEC3-622243086DE5}","Mount & Blade II: Bannerlord","True","Inbound","Allow","Public"
"{B2F9F2EB-D27B-471B-B4D4-D20E4A87E53A}","Translator","True","Outbound","Allow","Domain, Private, Public"
"{C6BBB1C3-F53C-443A-8841-C311978FD2C4}","Translator","True","Inbound","Allow","Domain, Private, Public"
"{6C452A1F-47AC-4050-A2F6-1E3181808A84}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{70E2E505-87D6-4CC0-88E6-4948A170A31E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{0907B252-3CCA-4C29-8BDC-7CDB90E502FF}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{76505D5D-C527-47E4-A9FF-E2ABA8D11E42}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{228172EC-FE43-4296-9458-0B432B52F0F2}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{45B18D0F-3D41-4D48-9A97-00FE4970F6D1}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{A29B28AC-9BE1-49DE-9731-FC84AFD2E009}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{A60BE496-52A8-491C-9F00-D8ED1A496F37}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{A625161D-B6CC-4D25-B44D-7839800AA8BF}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{86C1D662-58DD-4C71-8706-45AD0DAAB045}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{29C7AC74-E0C9-4CA7-82EB-1E3496B160D7}","Your account","True","Outbound","Allow","Domain, Private, Public"
"{939976F6-DE78-4E27-8811-12CA34CD1958}","Your account","True","Inbound","Allow","Domain, Private"
"{95F7B66E-18B2-4E32-98DD-4CEDA2FF10E4}","Microsoft Content","True","Outbound","Allow","Domain, Private, Public"
"{4CA2E061-C7B7-43AC-92E1-94A7F83B16CB}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{3E915668-D142-4694-B35D-CB2057D28676}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{A150F9A7-1CFB-4B8A-BD3D-625F00CA2AB5}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{DDBCD3CA-3545-4732-BE90-588C2DEBDA6B}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{FE8E5008-43D5-40B6-AA70-8AD16CB208EE}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{CC98BC29-4B5E-4516-8F6E-62625163302A}","Reassembly","True","Inbound","Allow","Domain, Private, Public"
"{8415A095-3E50-4E42-B870-B49ABE56EF8D}","Reassembly","True","Inbound","Allow","Domain, Private, Public"
"{DB474A7E-2903-4506-A350-A9AABC209E5C}","Reassembly","True","Inbound","Allow","Domain, Private, Public"
"{BE797B36-E1D2-4841-811B-9A0D6E6F9701}","Reassembly","True","Inbound","Allow","Domain, Private, Public"
"{79992B5E-9FD7-4D9B-A2CC-F3527BB9AEC6}","Cosmoteer: Starship Architect & Commander","True","Inbound","Allow","Domain, Private, Public"
"{FD853538-BFC5-4138-B3CB-14E402A14216}","Cosmoteer: Starship Architect & Commander","True","Inbound","Allow","Domain, Private, Public"
"{F7A42404-104A-4161-8BE5-E134BABA303A}","Factorio","True","Inbound","Allow","Domain, Private, Public"
"{DED068CA-4310-487A-ABCF-D83FF2F9C7F2}","Factorio","True","Inbound","Allow","Domain, Private, Public"
"{77A007F9-DBAC-4B78-96E1-CEDA52EBD450}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{9C310278-BA6B-4E74-A36D-A151BCBD7469}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{C01BC63E-E97F-4E68-BFF5-2081410DB13E}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{EC15B15E-301A-495E-8534-391527AC6892}","News","True","Outbound","Allow","Domain, Private, Public"
"{A1781EA4-A929-41C4-B29D-5780F366506F}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{17464466-9D0D-4BEA-A5BA-83608E77F4EF}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
"{356EA514-7FC9-4E19-9332-AD5057E83413}","Captive Portal Flow","True","Outbound","Allow","Domain, Private, Public"
